Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,2,Central New York,13-1151,Training and Development Specialists,920,68200,63010,40730,81940
10,2,Central New York,13-1161,Market Research Analysts and Marketing Specialists,1210,66290,60410,38240,80320
10,2,Central New York,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",1610,82760,76450,48830,99720
10,2,Central New York,13-2011,Accountants and Auditors,2380,76670,70160,50630,89690
10,2,Central New York,13-2020,Appraisers and Assessors of Real Estate,170,65560,60320,43360,76660
10,2,Central New York,13-2031,Budget Analysts,140,76170,65160,54050,87220
10,2,Central New York,13-2041,Credit Analysts,110,68600,67660,43720,81030
10,2,Central New York,13-2052,Personal Financial Advisors,320,124800,81400,44950,164720
10,2,Central New York,13-2053,Insurance Underwriters,240,91750,85940,57820,108720
10,2,Central New York,13-2061,Financial Examiners,130,84980,75860,48910,103020
10,2,Central New York,13-2071,Credit Counselors,120,48350,44010,37090,53980
10,2,Central New York,13-2072,Loan Officers,520,66030,53030,35770,81160
10,2,Central New York,13-2081,"Tax Examiners and Collectors, and Revenue Agents",110,72090,72700,48560,83850
10,2,Central New York,13-2082,Tax Preparers,90,55780,54320,32280,67530
10,2,Central New York,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",500,84670,77340,53170,100410
10,2,Central New York,15-0000,Computer and Mathematical Occupations,6940,82310,78040,49490,98710
10,2,Central New York,15-1211,Computer Systems Analysts,610,88800,82810,61590,102410
10,2,Central New York,15-1212,Information Security Analysts,100,86940,82710,61530,99640
10,2,Central New York,15-1221,Computer and Information Research Scientists,,144580,145760,97310,168220
10,2,Central New York,15-1231,Computer Network Support Specialists,440,61430,56000,37310,73490
10,2,Central New York,15-1232,Computer User Support Specialists,1490,62290,60670,39930,73470
10,2,Central New York,15-1241,Computer Network Architects,240,107230,95700,66730,127480
10,2,Central New York,15-1244,Network and Computer Systems Administrators,680,83130,83470,56730,96340
10,2,Central New York,15-1245,Database Administrators and Architects,140,85190,81610,54440,100570
10,2,Central New York,15-1251,Computer Programmers,640,85630,90830,59710,98590
10,2,Central New York,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,1890,97730,93060,63740,114720
10,2,Central New York,15-1257,Web Developers and Digital Interface Designers,250,56740,56140,36560,66830
10,2,Central New York,15-1299,"Computer Occupations, All Other",260,78860,70870,43070,96750
10,2,Central New York,15-2031,Operations Research Analysts,90,90100,84360,63520,103390
10,2,Central New York,15-2041,Statisticians,,91840,79570,61690,106910
10,2,Central New York,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",,78300,75980,49220,92830
10,2,Central New York,17-0000,Architecture and Engineering Occupations,6850,85050,79060,52550,101300
10,2,Central New York,17-1011,"Architects, Except Landscape and Naval",200,88850,82950,58000,104270
10,2,Central New York,17-1012,Landscape Architects,60,73050,67380,55690,81730
10,2,Central New York,17-1022,Surveyors,50,84550,76730,47740,102960
10,2,Central New York,17-2041,Chemical Engineers,,115430,103340,91260,127520
10,2,Central New York,17-2051,Civil Engineers,1010,101620,87660,62860,121000
10,2,Central New York,17-2061,Computer Hardware Engineers,110,116240,116380,75230,136740
10,2,Central New York,17-2071,Electrical Engineers,630,92900,84640,64020,107330
10,2,Central New York,17-2072,"Electronics Engineers, Except Computer",390,98160,94230,70290,112090
10,2,Central New York,17-2081,Environmental Engineers,300,90720,85550,64080,104040
10,2,Central New York,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",80,90990,84510,68150,102420
10,2,Central New York,17-2112,Industrial Engineers,1050,88050,85440,64890,99620
10,2,Central New York,17-2131,Materials Engineers,50,96780,99960,67450,111450
10,2,Central New York,17-2141,Mechanical Engineers,690,88380,84760,62990,101070
10,2,Central New York,17-2199,"Engineers, All Other",330,105350,102170,75890,120080
10,2,Central New York,17-3011,Architectural and Civil Drafters,320,52390,49680,38340,59420
10,2,Central New York,17-3012,Electrical and Electronics Drafters,50,56820,57260,37810,66330
10,2,Central New York,17-3013,Mechanical Drafters,210,59640,57800,44360,67280
10,2,Central New York,17-3019,"Drafters, All Other",,46920,43090,35450,52650
10,2,Central New York,17-3022,Civil Engineering Technicians,80,61980,61940,45210,70360
10,2,Central New York,17-3023,Electrical and Electronic Engineering Technicians,420,60810,59960,40640,70890
10,2,Central New York,17-3024,Electro-Mechanical Technicians,,47290,47370,39180,51340
10,2,Central New York,17-3025,Environmental Engineering Technicians,80,55970,56170,38560,64680
10,2,Central New York,17-3026,Industrial Engineering Technicians,140,55500,54750,40290,63110
10,2,Central New York,17-3027,Mechanical Engineering Technicians,60,58900,55500,37570,69570
10,2,Central New York,17-3031,Surveying and Mapping Technicians,130,48050,46580,34010,55070
10,2,Central New York,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",110,54850,53020,39170,62680
10,2,Central New York,19-0000,"Life, Physical, and Social Science Occupations",2700,64610,60240,34230,79800
10,2,Central New York,19-1023,Zoologists and Wildlife Biologists,,75060,72970,63890,80650
10,2,Central New York,19-1029,"Biological Scientists, All Other",,79580,85280,59020,89850
10,2,Central New York,19-1031,Conservation Scientists,80,73120,67550,53040,83160
10,2,Central New York,19-1032,Foresters,,75260,68260,59000,83390
10,2,Central New York,19-2031,Chemists,90,72280,64360,45530,85660
10,2,Central New York,19-2041,"Environmental Scientists and Specialists, Including Health",180,80310,78140,57160,91880
10,2,Central New York,19-2042,"Geoscientists, Except Hydrologists and Geographers",50,74340,65610,53080,84980
10,2,Central New York,19-3031,"Clinical, Counseling, and School Psychologists",410,84620,81660,57980,97940
10,2,Central New York,19-3051,Urban and Regional Planners,50,66860,64920,48460,76060
10,2,Central New York,19-3093,Historians,,36100,30930,29000,39660
10,2,Central New York,19-3099,"Social Scientists and Related Workers, All Other",,69350,68790,46850,80600
10,2,Central New York,19-4010,Agricultural and Food Science Technicians,,40510,38040,34660,43440
10,2,Central New York,19-4021,Biological Technicians,130,44660,44110,30290,51850
10,2,Central New York,19-4042,"Environmental Science and Protection Technicians, Including Health",250,38240,35470,28090,43310
10,2,Central New York,19-4061,Social Science Research Assistants,,42690,41360,26280,50890
10,2,Central New York,19-4099,"Life, Physical, and Social Science Technicians, All Other",370,48820,45130,27450,59500
10,2,Central New York,19-5011,Occupational Health and Safety Specialists,200,77090,74490,56380,87450
10,2,Central New York,19-5012,Occupational Health and Safety Technicians,60,50370,48310,42630,54240
10,2,Central New York,21-0000,Community and Social Service Occupations,7910,49230,45330,30290,58700
10,2,Central New York,21-1012,"Educational, Guidance, School, and Vocational Counselors",1230,63040,63660,40600,74260
10,2,Central New York,21-1013,Marriage and Family Therapists,,57020,53490,45030,63020
10,2,Central New York,21-1015,Rehabilitation Counselors,410,31410,28260,24930,34640
10,2,Central New York,21-1018,"Substance abuse, behavioral disorder, and mental health counselors?(OES-specific code and title)",500,48690,47800,33800,56140
10,2,Central New York,21-1019,"Counselors, All Other",,61730,59940,44840,70180
10,2,Central New York,21-1021,"Child, Family, and School Social Workers",990,54440,53820,37370,62980
10,2,Central New York,21-1022,Healthcare Social Workers,350,52120,50630,40400,57970
10,2,Central New York,21-1023,Mental Health and Substance Abuse Social Workers,440,62780,61660,44650,71840
10,2,Central New York,21-1029,"Social Workers, All Other",190,64460,65230,47970,72710
10,2,Central New York,21-1091,Health Educators,330,53190,47110,33280,63150
10,2,Central New York,21-1092,Probation Officers and Correctional Treatment Specialists,220,67540,64110,55540,73540
10,2,Central New York,21-1093,Social and Human Service Assistants,2070,34890,33060,27710,38490
10,2,Central New York,21-1094,Community Health Workers,360,40250,37910,32970,43880
10,2,Central New York,21-1099,"Community and Social Service Specialists, All Other",210,66170,67140,48160,75170
10,2,Central New York,21-2011,Clergy,390,43420,40730,25870,52190
10,2,Central New York,21-2021,"Directors, Religious Activities and Education",120,54110,50330,28060,67140
10,2,Central New York,23-0000,Legal Occupations,2240,88950,74940,43810,111520
10,2,Central New York,23-1011,Lawyers,1190,99210,88610,59020,119310
10,2,Central New York,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",50,120460,119080,86840,137270
10,2,Central New York,23-1022,"Arbitrators, Mediators, and Conciliators",,106860,104240,92030,114280
10,2,Central New York,23-1023,"Judges, Magistrate Judges, and Magistrates",230,157250,157910,128490,171630
10,2,Central New York,23-2011,Paralegals and Legal Assistants,630,48100,46610,30710,56790
10,2,Central New York,23-2093,"Title Examiners, Abstractors, and Searchers",,49860,45540,30830,59380
10,2,Central New York,23-2099,"Legal Support Workers, All Other",,63430,55020,44800,72740
10,2,Central New York,25-0000,"Education, Training, and Library Occupations",31740,62750,58120,30370,78950
10,2,Central New York,25-1011,"Business Teachers, Postsecondary",590,105110,88610,46480,134420
10,2,Central New York,25-1021,"Computer Science Teachers, Postsecondary",260,81420,66350,44800,99720
10,2,Central New York,25-1022,"Mathematical Science Teachers, Postsecondary",220,84930,76960,48490,103150
10,2,Central New York,25-1032,"Engineering Teachers, Postsecondary",,102500,97750,58760,124360
10,2,Central New York,25-1042,"Biological Science Teachers, Postsecondary",270,86840,79700,53650,103440
10,2,Central New York,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",70,95060,88370,59350,112920
10,2,Central New York,25-1052,"Chemistry Teachers, Postsecondary",190,79330,72370,50150,93920
10,2,Central New York,25-1053,"Environmental Science Teachers, Postsecondary",120,64260,61130,54320,69230
10,2,Central New York,25-1054,"Physics Teachers, Postsecondary",130,94540,89810,63390,110120
10,2,Central New York,25-1061,"Anthropology and Archeology Teachers, Postsecondary",60,95400,91570,59420,113380
10,2,Central New York,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",120,89680,80030,50360,109330
10,2,Central New York,25-1063,"Economics Teachers, Postsecondary",150,111600,97700,63100,135850
10,2,Central New York,25-1064,"Geography Teachers, Postsecondary",,91830,87170,59040,108220
10,2,Central New York,25-1065,"Political Science Teachers, Postsecondary",150,103770,96800,58920,126190
10,2,Central New York,25-1066,"Psychology Teachers, Postsecondary",180,87390,80840,55460,103360
10,2,Central New York,25-1067,"Sociology Teachers, Postsecondary",110,82180,82250,49080,98740
10,2,Central New York,25-1069,"Social Sciences Teachers, Postsecondary, All Other",130,77910,70500,48790,92460
10,2,Central New York,25-1071,"Health Specialties Teachers, Postsecondary",,116480,81400,50560,149440
10,2,Central New York,25-1072,"Nursing Instructors and Teachers, Postsecondary",,86490,83410,57060,101210
10,2,Central New York,25-1081,"Education Teachers, Postsecondary",360,69240,67500,37570,85070
10,2,Central New York,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",60,64010,63010,47560,72230
10,2,Central New York,25-1121,"Art, Drama, and Music Teachers, Postsecondary",580,73930,67450,41760,90020
10,2,Central New York,25-1122,"Communications Teachers, Postsecondary",450,82720,78470,46100,101030
10,2,Central New York,25-1123,"English Language and Literature Teachers, Postsecondary",500,76960,68910,46200,92330
10,2,Central New York,25-1124,"Foreign Language and Literature Teachers, Postsecondary",190,65850,58150,38070,79750
10,2,Central New York,25-1125,"History Teachers, Postsecondary",140,82050,79360,48810,98670
10,2,Central New York,25-1126,"Philosophy and Religion Teachers, Postsecondary",140,97990,90150,57480,118240
10,2,Central New York,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",230,55790,47720,36920,65230
10,2,Central New York,25-1194,"Vocational Education Teachers, Postsecondary",260,60470,54420,40270,70560
10,2,Central New York,25-1199,"Postsecondary Teachers, All Other",130,64970,59850,37420,78740
10,2,Central New York,25-2011,"Preschool Teachers, Except Special Education",710,34150,29650,24850,38800
10,2,Central New York,25-2012,"Kindergarten Teachers, Except Special Education",240,67410,71080,42490,79870
10,2,Central New York,25-2021,"Elementary School Teachers, Except Special Education",3880,67320,67520,51400,75280
10,2,Central New York,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",1860,75140,72700,56660,84380
10,2,Central New York,25-2023,"Career/Technical  Education Teachers, Middle School",90,74230,74260,59450,81620
10,2,Central New York,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",3050,74970,72650,53430,85740
10,2,Central New York,25-2032,"Career/Technical Education Teachers, Secondary School",270,71560,71040,54260,80210
10,2,Central New York,25-2051,"Special Education Teachers, Preschool",140,63980,52710,41830,75050
10,2,Central New York,25-2052,"Special Education Teachers, Kindergarten and Elementary School",750,71320,70390,55030,79460
10,2,Central New York,25-2057,"Special Education Teachers, Middle School",240,73630,69340,52170,84360
10,2,Central New York,25-2058,"Special Education Teachers, Secondary School",590,71310,69930,56360,78780
10,2,Central New York,25-2059,"Special Education Teachers, All Other",,85640,72560,54910,101000
10,2,Central New York,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,190,56550,59450,43070,63290
10,2,Central New York,25-3021,Self-Enrichment Education Teachers,740,54960,41190,25800,69540
10,2,Central New York,25-3031,"Substitute Teachers, Short-Term",2000,36460,33350,25550,41920
10,2,Central New York,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",380,54830,46390,32130,66180
10,2,Central New York,25-4012,Curators,,50730,52230,29200,61490
10,2,Central New York,25-4013,Museum Technicians and Conservators,,34020,29960,24544,39180
10,2,Central New York,25-4022,Librarians and Media Collections Specialists,660,63360,63650,45130,72470
10,2,Central New York,25-4031,Library Technicians,390,33290,28960,24590,37640
10,2,Central New York,25-9031,Instructional Coordinators,480,67330,65140,46970,77510
10,2,Central New York,25-9044,"Teaching Assistants, Postsecondary",870,40420,38520,25230,48010
10,2,Central New York,25-9045,"Teaching Assistants, Except Postsecondary",6100,31540,28690,24544,35070
